category,date_calculated,sum,YYYY,exmonth
Assisted living services,2013-06-01,217183,2013,6
Assisted living services,2011-04-01,1180493.24,2011,4
Assisted living services,2014-03-01,215464.56,2014,3
Assisted living services,2011-01-01,1190497.95,2011,1
Assisted living services,2012-06-01,1470371.35,2012,6
Assisted living services,2014-06-01,228931.71,2014,6
Assisted living services,2014-07-01,192931.92,2014,7
Assisted living services,2012-12-01,1592309.95,2012,12
Assisted living services,2012-04-01,1430367.05,2012,4
Assisted living services,2011-05-01,1123312.47,2011,5
Assisted living services,2014-11-01,1933754.40000001,2014,11
Assisted living services,2013-08-01,283748.3,2013,8
Assisted living services,2011-10-01,1011248.07,2011,10
Assisted living services,2012-10-01,1388281.36,2012,10
Assisted living services,2014-02-01,208733.23,2014,2
Assisted living services,2012-05-01,1468274.84,2012,5
Assisted living services,2012-01-01,1367689.64,2012,1
Assisted living services,2013-10-01,562554.08,2013,10
Assisted living services,2014-04-01,207035.43,2014,4
Assisted living services,2012-08-01,1430732.73,2012,8
Assisted living services,2011-02-01,1194177.08,2011,2
Assisted living services,2013-11-01,306911.35,2013,11
Assisted living services,2011-12-01,2470339.03,2011,12
Assisted living services,2013-02-01,1518362.11,2013,2
Assisted living services,2012-02-01,1322429.27,2012,2
Assisted living services,2011-03-01,784840.110000001,2011,3
Assisted living services,2014-01-01,217579.89,2014,1
Assisted living services,2011-06-01,1156022.37,2011,6
Assisted living services,2013-07-01,240616.41,2013,7
Assisted living services,2014-12-01,1895215.29000001,2014,12
Assisted living services,2012-09-01,1537728.29,2012,9
Assisted living services,2011-07-01,1040485.38,2011,7
Assisted living services,2011-09-01,1087688.17,2011,9
Assisted living services,2014-05-01,181814.61,2014,5
Assisted living services,2012-03-01,1474261.02,2012,3
Assisted living services,2011-08-01,963766.09,2011,8
Assisted living services,2013-12-01,199591.97,2013,12
Assisted living services,2013-03-01,1523624.65,2013,3
Assisted living services,2013-05-01,220936.36,2013,5
Assisted living services,2013-04-01,180252.32,2013,4
Assisted living services,2013-09-01,296535.25,2013,9
Assisted living services,2014-08-01,195319.63,2014,8
Audio and visual equipment,2014-10-01,7697.41,2014,10
Audio and visual equipment,2013-01-01,5717.8,2013,1
Audio and visual equipment,2012-07-01,14960.18,2012,7
Audio and visual equipment,2011-11-01,24985.27,2011,11
Audio and visual equipment,2013-06-01,11276.51,2013,6
Audio and visual equipment,2011-04-01,46660.68,2011,4
Audio and visual equipment,2011-01-01,21857.98,2011,1
Audio and visual equipment,2012-06-01,9754.22,2012,6
Audio and visual equipment,2012-12-01,14445.19,2012,12
Audio and visual equipment,2012-04-01,58220.01,2012,4
Audio and visual equipment,2011-10-01,8887.88,2011,10
Audio and visual equipment,2012-10-01,17364.96,2012,10
Audio and visual equipment,2011-05-01,36480.68,2011,5
Audio and visual equipment,2014-11-01,15391.4,2014,11
Audio and visual equipment,2013-08-01,11926.89,2013,8
Audio and visual equipment,2012-05-01,53917.25,2012,5
Audio and visual equipment,2013-10-01,13008.2,2013,10
Audio and visual equipment,2012-08-01,6460.94,2012,8
Audio and visual equipment,2011-02-01,15687.83,2011,2
Audio and visual equipment,2012-01-01,22289.93,2012,1
Audio and visual equipment,2012-02-01,21744.63,2012,2
Audio and visual equipment,2011-03-01,22851.26,2011,3
Audio and visual equipment,2013-11-01,9968.66,2013,11
Audio and visual equipment,2011-12-01,19269.91,2011,12
Audio and visual equipment,2013-02-01,12584.14,2013,2
Audio and visual equipment,2011-06-01,5978.35,2011,6
Audio and visual equipment,2012-09-01,14037.33,2012,9
Audio and visual equipment,2011-07-01,16890.58,2011,7
Audio and visual equipment,2013-07-01,7882.42,2013,7
Audio and visual equipment,2014-12-01,13100.83,2014,12
Audio and visual equipment,2011-09-01,4167.92,2011,9
Audio and visual equipment,2011-08-01,2389.25,2011,8
Audio and visual equipment,2012-03-01,18731.93,2012,3
Audio and visual equipment,2013-03-01,22950.86,2013,3
Audio and visual equipment,2013-05-01,12540.39,2013,5
Audio and visual equipment,2013-04-01,20303.11,2013,4
Audio and visual equipment,2013-09-01,13029.05,2013,9
Audio and visual equipment,2012-11-01,19315.5,2012,11
Banking and investment,2011-11-01,11659,2011,11
Banking and investment,2012-07-01,20499.5,2012,7
Banking and investment,2012-11-01,16520,2012,11
Banking and investment,2013-01-01,15056,2013,1
Banking and investment,2012-06-01,26883.5,2012,6
Banking and investment,2011-04-01,43013.75,2011,4
Banking and investment,2012-10-01,13774,2012,10
Banking and investment,2011-10-01,13136,2011,10
Banking and investment,2011-05-01,15502.7,2011,5
Banking and investment,2012-04-01,20858.5,2012,4
Banking and investment,2012-12-01,20010,2012,12
Banking and investment,2011-02-01,25481.7,2011,2
Banking and investment,2012-08-01,22284.6,2012,8
Banking and investment,2012-01-01,10182.75,2012,1
Banking and investment,2012-05-01,10270.05,2012,5
Banking and investment,2011-06-01,23651.3,2011,6
Banking and investment,2011-03-01,28402.3,2011,3
Banking and investment,2012-02-01,17548.5,2012,2
Banking and investment,2013-02-01,14808.5,2013,2
Banking and investment,2011-12-01,17950,2011,12
Banking and investment,2011-09-01,439,2011,9
Banking and investment,2011-07-01,23072.85,2011,7
Banking and investment,2011-08-01,22586.45,2011,8
Banking and investment,2012-03-01,12918.5,2012,3
Banking and investment,2013-03-01,17377,2013,3
Banking institutions,2011-08-01,1896.89,2011,8
Banking institutions,2012-03-01,1381.88,2012,3
Banking institutions,2012-02-01,2990.64,2012,2
Banking institutions,2013-02-01,2617.88,2013,2
Banking institutions,2011-12-01,2601.99,2011,12
Banking institutions,2011-06-01,2036.7,2011,6
Banking institutions,2011-07-01,2277.53,2011,7
Banking institutions,2012-09-01,2050.39,2012,9
Banking institutions,2011-09-01,1855.22,2011,9
Banking institutions,2012-04-01,2545.34,2012,4
Banking institutions,2012-12-01,2553.95,2012,12
Banking institutions,2012-10-01,2013.12,2012,10
Banking institutions,2011-10-01,2263.8,2011,10
Banking institutions,2014-11-01,234.19,2014,11
Banking institutions,2011-05-01,1907.91,2011,5
Banking institutions,2012-05-01,1905.93,2012,5
Banking institutions,2012-08-01,1738.47,2012,8
Banking institutions,2012-01-01,1462.3,2012,1
Banking institutions,2012-11-01,2897.36,2012,11
Banking institutions,2013-01-01,2150.47,2013,1
Banking institutions,2011-11-01,1897.61,2011,11
Banking institutions,2012-07-01,1927.74,2012,7
Banking institutions,2011-04-01,2947.49,2011,4
Banking institutions,2012-06-01,1861.78,2012,6
Banquet and catering services,2012-09-01,647.35,2012,9
Banquet and catering services,2011-12-01,503.68,2011,12
Banquet and catering services,2011-06-01,546.2,2011,6
Banquet and catering services,2012-03-01,568.01,2012,3
Banquet and catering services,2011-04-01,582.66,2011,4
Banquet and catering services,2012-06-01,977.17,2012,6
Banquet and catering services,2011-11-01,1112.21,2011,11
Banquet and catering services,2012-05-01,769.29,2012,5
Banquet and catering services,2012-01-01,600.64,2012,1
Banquet and catering services,2012-04-01,1447.53,2012,4
Banquet and catering services,2012-12-01,6050,2012,12
Banquet and catering services,2014-11-01,2185.35,2014,11
Banquet and catering services,2012-10-01,548.34,2012,10
Building and Facility Construction and Maintenance Services,2012-07-01,1680306.07,2012,7
Building and Facility Construction and Maintenance Services,2011-11-01,2706651.27,2011,11
Building and Facility Construction and Maintenance Services,2014-10-01,4283231.9,2014,10
Building and Facility Construction and Maintenance Services,2012-11-01,2689310.53,2012,11
Building and Facility Construction and Maintenance Services,2013-01-01,2355323.6,2013,1
Building and Facility Construction and Maintenance Services,2011-01-01,4490278.54,2011,1
Building and Facility Construction and Maintenance Services,2014-06-01,154188.79,2014,6
Building and Facility Construction and Maintenance Services,2014-07-01,295014.18,2014,7
Building and Facility Construction and Maintenance Services,2012-06-01,2797323.34,2012,6
Building and Facility Construction and Maintenance Services,2014-03-01,139728.45,2014,3
Building and Facility Construction and Maintenance Services,2013-06-01,193150.12,2013,6
Building and Facility Construction and Maintenance Services,2011-04-01,3304182.62,2011,4
Building and Facility Construction and Maintenance Services,2011-10-01,3901957.83,2011,10
Building and Facility Construction and Maintenance Services,2012-10-01,3601268.6,2012,10
Building and Facility Construction and Maintenance Services,2011-05-01,4183172.98,2011,5
Building and Facility Construction and Maintenance Services,2014-11-01,2445923.35,2014,11
Building and Facility Construction and Maintenance Services,2013-08-01,558664.63,2013,8
Building and Facility Construction and Maintenance Services,2012-12-01,4422469.64,2012,12
Building and Facility Construction and Maintenance Services,2012-04-01,2620810.33,2012,4
Building and Facility Construction and Maintenance Services,2012-08-01,1606237.1,2012,8
Building and Facility Construction and Maintenance Services,2014-04-01,629643.44,2014,4
Building and Facility Construction and Maintenance Services,2013-10-01,118136.12,2013,10
Building and Facility Construction and Maintenance Services,2011-02-01,3092707.95,2011,2
Building and Facility Construction and Maintenance Services,2012-01-01,2581454.86,2012,1
Building and Facility Construction and Maintenance Services,2012-05-01,3405597.31,2012,5
Building and Facility Construction and Maintenance Services,2014-02-01,70825.35,2014,2
Building and Facility Construction and Maintenance Services,2011-06-01,2177095.96,2011,6
Building and Facility Construction and Maintenance Services,2012-02-01,2659489.02,2012,2
Building and Facility Construction and Maintenance Services,2011-03-01,3374449.67,2011,3
Building and Facility Construction and Maintenance Services,2014-01-01,51014.37,2014,1
Building and Facility Construction and Maintenance Services,2013-11-01,175965.21,2013,11
Building and Facility Construction and Maintenance Services,2011-12-01,3387410.88,2011,12
Building and Facility Construction and Maintenance Services,2013-02-01,2439360.52,2013,2
Building and Facility Construction and Maintenance Services,2014-05-01,315594.75,2014,5
Building and Facility Construction and Maintenance Services,2011-09-01,5275937.84,2011,9
Building and Facility Construction and Maintenance Services,2012-09-01,4026052.94,2012,9
Building and Facility Construction and Maintenance Services,2011-07-01,2573022.4,2011,7
Building and Facility Construction and Maintenance Services,2013-07-01,44903.51,2013,7
Building and Facility Construction and Maintenance Services,2014-12-01,3554798.39,2014,12
Building and Facility Construction and Maintenance Services,2011-08-01,5461375.84,2011,8
Building and Facility Construction and Maintenance Services,2012-03-01,3245758.8,2012,3
Building and Facility Construction and Maintenance Services,2014-08-01,1003146.77,2014,8
Building and Facility Construction and Maintenance Services,2013-03-01,3523398.97,2013,3
Building and Facility Construction and Maintenance Services,2013-04-01,64483.09,2013,4
Building and Facility Construction and Maintenance Services,2013-09-01,294463.13,2013,9
Building and Facility Construction and Maintenance Services,2013-05-01,40257.68,2013,5
Building and Facility Construction and Maintenance Services,2013-12-01,125878.82,2013,12
Building and facility maintenance and repair services,2011-01-01,1465616.32,2011,1
Building and facility maintenance and repair services,2012-06-01,494.08,2012,6
Building and facility maintenance and repair services,2012-11-01,179055.61,2012,11
Building and facility maintenance and repair services,2014-10-01,308175.83,2014,10
Building and facility maintenance and repair services,2013-01-01,166598.75,2013,1
Building and facility maintenance and repair services,2011-11-01,2193079.53,2011,11
Building and facility maintenance and repair services,2012-05-01,11278.07,2012,5
Building and facility maintenance and repair services,2012-08-01,111855.37,2012,8
Building and facility maintenance and repair services,2011-02-01,1234352.54,2011,2
Building and facility maintenance and repair services,2012-01-01,1886586.56,2012,1
Building and facility maintenance and repair services,2012-12-01,171412.01,2012,12
Building and facility maintenance and repair services,2012-04-01,4736.35,2012,4
Building and facility maintenance and repair services,2011-10-01,1817352.79,2011,10
Building and facility maintenance and repair services,2012-10-01,296807.32,2012,10
Building and facility maintenance and repair services,2011-05-01,6014008.4,2011,5
Building and facility maintenance and repair services,2014-11-01,1301707.98,2014,11
Building and facility maintenance and repair services,2013-08-01,2500,2013,8
Building and facility maintenance and repair services,2012-09-01,171015.54,2012,9
Building and facility maintenance and repair services,2011-07-01,1686767.27,2011,7
Building and facility maintenance and repair services,2014-12-01,1125332.48,2014,12
Building and facility maintenance and repair services,2011-09-01,1610454.8,2011,9
Building and facility maintenance and repair services,2012-02-01,2010114.83,2012,2
Building and facility maintenance and repair services,2011-03-01,2356413.16,2011,3
Building and facility maintenance and repair services,2011-12-01,1420874.33,2011,12
Building and facility maintenance and repair services,2013-11-01,870,2013,11
Building and facility maintenance and repair services,2013-02-01,135078.27,2013,2
Building and facility maintenance and repair services,2011-06-01,1044871.06,2011,6
Building and facility maintenance and repair services,2013-03-01,260370.85,2013,3
Building and facility maintenance and repair services,2013-09-01,4518.1,2013,9
Building and facility maintenance and repair services,2013-05-01,2950,2013,5
Building and facility maintenance and repair services,2011-08-01,1504137.24,2011,8
Building and facility maintenance and repair services,2012-03-01,195179.55,2012,3
Building and facility maintenance and repair services,2011-04-01,3120256.85,2011,4
Building maintenance and repair services,2014-01-01,691.14,2014,1
Business administration services,2014-10-01,32132,2014,10
Business administration services,2011-04-01,51202.65,2011,4
Business administration services,2014-11-01,15803.4,2014,11
Business administration services,2011-05-01,92886.22,2011,5
Business administration services,2011-02-01,203432.05,2011,2
Business administration services,2012-05-01,896,2012,5
Business administration services,2011-06-01,80803.7200000001,2011,6
Business administration services,2011-03-01,123318.31,2011,3
Business administration services,2012-02-01,20401.78,2012,2
Business administration services,2014-12-01,15937.78,2014,12
Business and corporate management consultation services,2013-04-01,9440,2013,4
Business and corporate management consultation services,2013-09-01,19633.5,2013,9
Business and corporate management consultation services,2013-05-01,17145,2013,5
Business and corporate management consultation services,2014-08-01,26403.77,2014,8
Business and corporate management consultation services,2013-12-01,8848.04,2013,12
Business and corporate management consultation services,2012-03-01,33723.67,2012,3
Business and corporate management consultation services,2011-08-01,16936.9,2011,8
Business and corporate management consultation services,2011-09-01,24916.16,2011,9
Business and corporate management consultation services,2014-05-01,8413.2,2014,5
Business and corporate management consultation services,2013-07-01,20309.15,2013,7
Business and corporate management consultation services,2014-12-01,50733.96,2014,12
Business and corporate management consultation services,2011-07-01,24814.75,2011,7
Business and corporate management consultation services,2012-09-01,16136.65,2012,9
Business and corporate management consultation services,2011-06-01,2319.7,2011,6
Business and corporate management consultation services,2013-02-01,31703.54,2013,2
Business and corporate management consultation services,2013-11-01,52948.3,2013,11
Business and corporate management consultation services,2011-12-01,20120.6,2011,12
Business and corporate management consultation services,2011-03-01,29219.36,2011,3
Business and corporate management consultation services,2014-01-01,44249.9,2014,1
Business and corporate management consultation services,2012-02-01,22685.58,2012,2
Business and corporate management consultation services,2012-01-01,40355.7,2012,1
Business and corporate management consultation services,2011-02-01,13273,2011,2
Business and corporate management consultation services,2012-08-01,18592.6,2012,8
Business and corporate management consultation services,2013-10-01,50003.61,2013,10
Business and corporate management consultation services,2014-04-01,21280.78,2014,4
Business and corporate management consultation services,2012-05-01,15455.2,2012,5
Business and corporate management consultation services,2014-02-01,40618.5,2014,2
Business and corporate management consultation services,2014-11-01,6938.94,2014,11
Business and corporate management consultation services,2013-08-01,11864.68,2013,8
Business and corporate management consultation services,2011-05-01,17117.27,2011,5
Business and corporate management consultation services,2012-10-01,15253.9,2012,10
Business and corporate management consultation services,2011-10-01,2936.72,2011,10
Business and corporate management consultation services,2012-04-01,12939.4,2012,4
Business and corporate management consultation services,2012-12-01,124972.35,2012,12
Business and corporate management consultation services,2014-03-01,7292.69,2014,3
Business and corporate management consultation services,2011-01-01,48871.51,2011,1
Business and corporate management consultation services,2014-06-01,14610.7,2014,6
Business and corporate management consultation services,2014-07-01,7939.85,2014,7
Business and corporate management consultation services,2012-06-01,10518.4,2012,6
Business and corporate management consultation services,2011-04-01,12842.7,2011,4
Business and corporate management consultation services,2013-06-01,6196,2013,6
Business and corporate management consultation services,2011-11-01,39692.63,2011,11
Business and corporate management consultation services,2012-07-01,10935.99,2012,7
Business and corporate management consultation services,2013-01-01,68506.3,2013,1
Business and corporate management consultation services,2014-10-01,12765.67,2014,10
Business and corporate management consultation services,2012-11-01,27974.49,2012,11
Business and corporate management consultation services,2013-03-01,22079.43,2013,3
Carpentry services,2011-09-01,35868.33,2011,9
Carpentry services,2012-09-01,8910,2012,9
Carpentry services,2011-07-01,31280,2011,7
Carpentry services,2011-06-01,3830,2011,6
Carpentry services,2011-12-01,59272,2011,12
Carpentry services,2013-02-01,54030,2013,2
Carpentry services,2012-02-01,1105,2012,2
Carpentry services,2011-03-01,1340,2011,3
Carpentry services,2013-03-01,1383,2013,3
Carpentry services,2012-03-01,67290,2012,3
Carpentry services,2011-08-01,2487,2011,8
Carpentry services,2012-06-01,9866.82,2012,6
Carpentry services,2012-07-01,10225,2012,7
Carpentry services,2011-11-01,26325,2011,11
Carpentry services,2012-01-01,16400,2012,1
Carpentry services,2012-05-01,5313.06,2012,5
Carpentry services,2012-12-01,1735,2012,12
Carpentry services,2012-04-01,25580.42,2012,4
Cereals production,2013-08-01,5625,2013,8
Cereals production,2014-11-01,5625,2014,11
Cereals production,2013-11-01,5625,2013,11
Civil engineering,2011-07-01,56928.77,2011,7
Civil engineering,2014-12-01,60015.02,2014,12
Civil engineering,2011-09-01,103407.3,2011,9
Civil engineering,2012-02-01,54017.72,2012,2
Civil engineering,2011-03-01,80359.92,2011,3
Civil engineering,2011-12-01,117750.94,2011,12
Civil engineering,2013-02-01,66848.43,2013,2
Civil engineering,2011-06-01,40088.63,2011,6
Civil engineering,2014-08-01,3110,2014,8
Civil engineering,2013-03-01,180696.31,2013,3
Civil engineering,2013-05-01,13494.05,2013,5
Civil engineering,2013-04-01,1500,2013,4
Civil engineering,2011-08-01,54844.61,2011,8
Civil engineering,2012-03-01,82553.41,2012,3
Civil engineering,2011-04-01,134025.36,2011,4
Civil engineering,2011-01-01,40587.31,2011,1
Civil engineering,2012-06-01,21339.36,2012,6
Civil engineering,2014-07-01,6465,2014,7
Civil engineering,2014-06-01,840,2014,6
Civil engineering,2014-10-01,82214.48,2014,10
Civil engineering,2012-11-01,39928.76,2012,11
Civil engineering,2013-01-01,24007.01,2013,1
Civil engineering,2012-07-01,70929.21,2012,7
Civil engineering,2011-11-01,88467.48,2011,11
Civil engineering,2012-05-01,52944.75,2012,5
Civil engineering,2013-10-01,7640,2013,10
Civil engineering,2012-08-01,68892.24,2012,8
Civil engineering,2011-02-01,19422.52,2011,2
Civil engineering,2012-01-01,28167.44,2012,1
Civil engineering,2012-12-01,58007.3,2012,12
Civil engineering,2012-04-01,170275.02,2012,4
Civil engineering,2011-10-01,109881.59,2011,10
Civil engineering,2012-10-01,56409.69,2012,10
Civil engineering,2011-05-01,63777.98,2011,5
Civil engineering,2014-11-01,25532.5,2014,11
Civil engineering,2012-09-01,68872.7,2012,9
Clay and modeling compounds and ceramics equipment and accessories,2011-11-01,593.58,2011,11
Clay and modeling compounds and ceramics equipment and accessories,2012-07-01,425.5,2012,7
Clay and modeling compounds and ceramics equipment and accessories,2011-01-01,555.58,2011,1
Clay and modeling compounds and ceramics equipment and accessories,2012-06-01,1023.91,2012,6
Clay and modeling compounds and ceramics equipment and accessories,2012-10-01,726.8,2012,10
Clay and modeling compounds and ceramics equipment and accessories,2013-02-01,529.95,2013,2
Clay and modeling compounds and ceramics equipment and accessories,2011-06-01,851.72,2011,6
Clay and modeling compounds and ceramics equipment and accessories,2012-03-01,506.63,2012,3
Cleaning and janitorial services,2011-10-01,631.28,2011,10
Cleaning and janitorial services,2012-06-01,550,2012,6
Cleaning and janitorial services,2011-11-01,776.31,2011,11
Cleaning and janitorial services,2011-08-01,1069.06,2011,8
Cleaning and janitorial services,2011-12-01,802.93,2011,12
Clothing accessories,2011-12-01,5263.2,2011,12
Clothing accessories,2012-02-01,1959.76,2012,2
Clothing accessories,2011-06-01,1931.6,2011,6
Clothing accessories,2011-09-01,809.05,2011,9
Clothing accessories,2012-11-01,1079.8,2012,11
Clothing accessories,2011-04-01,598,2011,4
Community and social services,2011-05-01,651311.37,2011,5
Community and social services,2014-11-01,1276830.83,2014,11
Community and social services,2013-08-01,1102578.05,2013,8
Community and social services,2011-10-01,888252.570000001,2011,10
Community and social services,2012-10-01,971685.7,2012,10
Community and social services,2012-12-01,773898.26,2012,12
Community and social services,2012-04-01,1105644.21,2012,4
Community and social services,2012-01-01,1067758.78,2012,1
Community and social services,2012-08-01,785700.45,2012,8
Community and social services,2014-04-01,843343.549999998,2014,4
Community and social services,2013-10-01,1892028.62,2013,10
Community and social services,2011-02-01,788415.58,2011,2
Community and social services,2012-05-01,1303364.41,2012,5
Community and social services,2014-02-01,918564.56,2014,2
Community and social services,2012-07-01,992448.16,2012,7
Community and social services,2011-11-01,803718.620000001,2011,11
Community and social services,2013-01-01,1117392.85,2013,1
Community and social services,2012-11-01,1716844.19,2012,11
Community and social services,2014-10-01,1988569.89,2014,10
Community and social services,2014-03-01,909046.320000001,2014,3
Community and social services,2011-01-01,854109.41,2011,1
Community and social services,2014-07-01,1049164.94,2014,7
Community and social services,2014-06-01,865043.3,2014,6
Community and social services,2012-06-01,948452.71,2012,6
Community and social services,2013-06-01,1015551.47,2013,6
Community and social services,2011-04-01,846708.31,2011,4
Community and social services,2012-03-01,1479840.37,2012,3
Community and social services,2011-08-01,887228.720000001,2011,8
Community and social services,2013-03-01,866151.300000001,2013,3
Community and social services,2013-09-01,987431.77,2013,9
Community and social services,2013-04-01,1305270.14,2013,4
Community and social services,2013-05-01,967842.149999999,2013,5
Community and social services,2014-08-01,900284.539999998,2014,8
Community and social services,2013-12-01,849861.53,2013,12
Community and social services,2011-06-01,1117181.45,2011,6
Community and social services,2011-12-01,1143854.71,2011,12
Community and social services,2013-11-01,1227857.7,2013,11
Community and social services,2013-02-01,1001876.32,2013,2
Community and social services,2012-02-01,862180.92,2012,2
Community and social services,2014-01-01,892391.92,2014,1
Community and social services,2011-03-01,872223.870000001,2011,3
Community and social services,2011-09-01,830181.64,2011,9
Community and social services,2014-05-01,1096885.07,2014,5
Community and social services,2013-07-01,940400.559999999,2013,7
Community and social services,2014-12-01,1208543.08,2014,12
Community and social services,2012-09-01,1139910.62,2012,9
Community and social services,2011-07-01,987536.28,2011,7
Computer Equipment and Accessories,2012-03-01,296405.49,2012,3
Computer Equipment and Accessories,2011-08-01,216047.54,2011,8
Computer Equipment and Accessories,2013-12-01,32683.54,2013,12
Computer Equipment and Accessories,2013-09-01,16430.1,2013,9
Computer Equipment and Accessories,2013-04-01,99062.52,2013,4
Computer Equipment and Accessories,2013-05-01,89996.89,2013,5
Computer Equipment and Accessories,2013-03-01,287637.27,2013,3
Computer Equipment and Accessories,2014-08-01,12174.78,2014,8
Computer Equipment and Accessories,2013-02-01,134566.31,2013,2
Computer Equipment and Accessories,2011-12-01,175538.05,2011,12
Computer Equipment and Accessories,2013-11-01,50849.99,2013,11
Computer Equipment and Accessories,2014-01-01,71261.8,2014,1
Computer Equipment and Accessories,2011-03-01,262861.11,2011,3
Computer Equipment and Accessories,2012-02-01,195767.65,2012,2
Computer Equipment and Accessories,2011-06-01,70602.49,2011,6
Computer Equipment and Accessories,2014-12-01,49869.69,2014,12
Computer Equipment and Accessories,2013-07-01,18112.78,2013,7
Computer Equipment and Accessories,2011-07-01,218059.77,2011,7
Computer Equipment and Accessories,2012-09-01,310156.19,2012,9
Computer Equipment and Accessories,2011-09-01,142633.69,2011,9
Computer Equipment and Accessories,2014-05-01,594.08,2014,5
Computer Equipment and Accessories,2012-04-01,238374.89,2012,4
Computer Equipment and Accessories,2012-12-01,133440.31,2012,12
Computer Equipment and Accessories,2013-08-01,19378.59,2013,8
Computer Equipment and Accessories,2014-11-01,238749.76,2014,11
Computer Equipment and Accessories,2011-05-01,438472.87,2011,5
Computer Equipment and Accessories,2012-10-01,132766.81,2012,10
Computer Equipment and Accessories,2011-10-01,162084.54,2011,10
Computer Equipment and Accessories,2012-05-01,299449,2012,5
Computer Equipment and Accessories,2014-02-01,156401.27,2014,2
Computer Equipment and Accessories,2012-01-01,138370.73,2012,1
Computer Equipment and Accessories,2011-02-01,162976.98,2011,2
Computer Equipment and Accessories,2012-08-01,199919.27,2012,8
Computer Equipment and Accessories,2014-04-01,86403.45,2014,4
Computer Equipment and Accessories,2013-10-01,47824.24,2013,10
Computer Equipment and Accessories,2013-01-01,215462.45,2013,1
Computer Equipment and Accessories,2012-11-01,238361.39,2012,11
Computer Equipment and Accessories,2014-10-01,128540.21,2014,10
Computer Equipment and Accessories,2011-11-01,167561.69,2011,11
Computer Equipment and Accessories,2012-07-01,202256.42,2012,7
Computer Equipment and Accessories,2011-04-01,133707.23,2011,4
Computer Equipment and Accessories,2013-06-01,31050.57,2013,6
Computer Equipment and Accessories,2014-03-01,45339.92,2014,3
Computer Equipment and Accessories,2014-07-01,4127.23,2014,7
Computer Equipment and Accessories,2014-06-01,34146.88,2014,6
Computer Equipment and Accessories,2012-06-01,150606.87,2012,6
Computer Equipment and Accessories,2011-01-01,96285.96,2011,1
Computer services,2012-03-01,39652.7,2012,3
Computer services,2011-08-01,27855.67,2011,8
Computer services,2013-03-01,91498.08,2013,3
Computer services,2013-04-01,32569.66,2013,4
Computer services,2013-09-01,20455.47,2013,9
Computer services,2013-05-01,48163.62,2013,5
Computer services,2014-08-01,500,2014,8
Computer services,2013-12-01,13021.5,2013,12
Computer services,2011-06-01,9546.98,2011,6
Computer services,2013-11-01,86936.38,2013,11
Computer services,2011-12-01,32926.59,2011,12
Computer services,2013-02-01,106276.5,2013,2
Computer services,2012-02-01,64603.2,2012,2
Computer services,2011-03-01,86192.23,2011,3
Computer services,2014-01-01,126195.8,2014,1
Computer services,2011-09-01,18346.92,2011,9
Computer services,2013-07-01,118644.25,2013,7
Computer services,2014-12-01,47802.27,2014,12
Computer services,2012-09-01,18341.44,2012,9
Computer services,2011-07-01,31152.65,2011,7
Computer services,2011-05-01,52672,2011,5
Computer services,2014-11-01,96961.14,2014,11
Computer services,2013-08-01,18197.67,2013,8
Computer services,2011-10-01,60032.6,2011,10
Computer services,2012-10-01,27838.43,2012,10
Computer services,2012-12-01,15002.43,2012,12
Computer services,2012-04-01,33682.43,2012,4
Computer services,2012-01-01,132450.83,2012,1
Computer services,2012-08-01,61828.5,2012,8
Computer services,2013-10-01,65061.9,2013,10
Computer services,2014-04-01,46004.17,2014,4
Computer services,2011-02-01,44531.67,2011,2
Computer services,2012-05-01,32882.31,2012,5
Computer services,2014-02-01,678.01,2014,2
Computer services,2012-07-01,48320.85,2012,7
Computer services,2011-11-01,8980.85,2011,11
Computer services,2013-01-01,71275.6,2013,1
Computer services,2014-10-01,108847.17,2014,10
Computer services,2012-11-01,104663.34,2012,11
Computer services,2014-03-01,11440,2014,3
Computer services,2011-01-01,187898.67,2011,1
Computer services,2014-06-01,81846.53,2014,6
Computer services,2014-07-01,995,2014,7
Computer services,2012-06-01,42016.11,2012,6
Computer services,2013-06-01,80940.69,2013,6
Computer services,2011-04-01,51921.85,2011,4
Concrete or aggregates or stone products manufacturing services,2013-03-01,25173.62,2013,3
Concrete or aggregates or stone products manufacturing services,2013-05-01,24103.55,2013,5
Concrete or aggregates or stone products manufacturing services,2013-04-01,28024.25,2013,4
Concrete or aggregates or stone products manufacturing services,2013-09-01,12243.32,2013,9
Concrete or aggregates or stone products manufacturing services,2012-03-01,35954.01,2012,3
Concrete or aggregates or stone products manufacturing services,2011-08-01,25156.38,2011,8
Concrete or aggregates or stone products manufacturing services,2013-07-01,19490.38,2013,7
Concrete or aggregates or stone products manufacturing services,2014-12-01,69203.86,2014,12
Concrete or aggregates or stone products manufacturing services,2012-09-01,15779.14,2012,9
Concrete or aggregates or stone products manufacturing services,2011-07-01,24475.98,2011,7
Concrete or aggregates or stone products manufacturing services,2011-09-01,41959.86,2011,9
Concrete or aggregates or stone products manufacturing services,2013-11-01,17993.52,2013,11
Concrete or aggregates or stone products manufacturing services,2011-12-01,38782.76,2011,12
Concrete or aggregates or stone products manufacturing services,2013-02-01,6039.24,2013,2
Concrete or aggregates or stone products manufacturing services,2012-02-01,28862.71,2012,2
Concrete or aggregates or stone products manufacturing services,2011-03-01,26868.26,2011,3
Concrete or aggregates or stone products manufacturing services,2011-06-01,23943.95,2011,6
Concrete or aggregates or stone products manufacturing services,2012-05-01,19988.38,2012,5
